20110112,be_x_oldwiki,be_x_oldwiki/20110112,progress
20101105,betawikiversity,betawikiversity/20101105,
20110111,bewiki,bewiki/20110111,
20101105,bewikibooks,bewikibooks/20101105,
20101105,bewikiquote,bewikiquote/20101105,
20101108,bewiktionary,bewiktionary/20101108,
20101105,bgwiki,bgwiki/20101105,
20101109,bgwikibooks,bgwikibooks/20101109,
20101108,bgwikinews,bgwikinews/20101108,
20101107,bgwikiquote,bgwikiquote/20101107,
20101109,bgwikisource,bgwikisource/20101109,
20101108,bgwiktionary,bgwiktionary/20101108,
20101109,bhwiki,bhwiki/20101109,
20101105,bhwiktionary,bhwiktionary/20101105,
20101105,biwiki,biwiki/20101105,
20101105,biwikibooks,biwikibooks/20101105,
20101105,biwiktionary,biwiktionary/20101105,
20110111,bjnwiki,bjnwiki/20110111,
20101109,bmwiki,bmwiki/20101109,
20101109,bmwikibooks,bmwikibooks/20101109,
20101109,bmwikiquote,bmwikiquote/20101109,
20110110,bmwiktionary,bmwiktionary/20110110,
20110110,bnwiki,bnwiki/20110110,
20101106,bnwikibooks,bnwikibooks/20101106,
20101108,bnwikisource,bnwikisource/20101108,
20101106,bnwiktionary,bnwiktionary/20101106,
20101109,bowiki,bowiki/20101109,
20101105,bowikibooks,bowikibooks/20101105,
20101107,bowiktionary,bowiktionary/20101107,
20101105,bpywiki,bpywiki/20101105,
20101109,brwiki,brwiki/20101109,
20110112,brwikimedia,brwikimedia/20110112,
20110111,brwikiquote,brwikiquote/20110111,
20110110,brwikisource,brwikisource/20110110,
20101107,brwiktionary,brwiktionary/20101107,
20101106,bswiki,bswiki/20101106,
20101107,bswikibooks,bswikibooks/20101107,
20101108,bswikinews,bswikinews/20101108,
20101107,bswikiquote,bswikiquote/20101107,
20101105,bswikisource,bswikisource/20101105,
20101105,bswiktionary,bswiktionary/20101105,
20101106,bugwiki,bugwiki/20101106,
20101108,bxrwiki,bxrwiki/20101108,
20110111,cawiki,cawiki/20110111,
20101108,cawikibooks,cawikibooks/20101108,
20101105,cawikinews,cawikinews/20101105,
20101107,cawikiquote,cawikiquote/20101107,
20101105,cawikisource,cawikisource/20101105,
20101104,cawiktionary,cawiktionary/20101104,
20101104,cbk_zamwiki,cbk_zamwiki/20101104,
20101104,cdowiki,cdowiki/20101104,failed
20101105,cebwiki,cebwiki/20101105,
20101106,cewiki,cewiki/20101106,
20101108,chowiki,chowiki/20101108,
20101109,chrwiki,chrwiki/20101109,
20101104,chrwiktionary,chrwiktionary/20101104,
20101105,chwiki,chwiki/20101105,
20101105,chwikibooks,chwikibooks/20101105,
20101104,chwikimedia,chwikimedia/20101104,
20101105,chwiktionary,chwiktionary/20101105,
20101105,chywiki,chywiki/20101105,
20101105,ckbwiki,ckbwiki/20101105,
20110112,commonswiki,commonswiki/20110112,progress
20101109,cowiki,cowiki/20101109,
20101108,cowikibooks,cowikibooks/20101108,
20101105,cowikimedia,cowikimedia/20101105,
20101105,cowikiquote,cowikiquote/20101105,
20101106,cowiktionary,cowiktionary/20101106,
20100812,crhwiki,crhwiki/20100812,
20100812,crwiki,crwiki/20100812,
20101106,crwikiquote,crwikiquote/20101106,
20101109,crwiktionary,crwiktionary/20101109,
20101107,csbwiki,csbwiki/20101107,
20101109,csbwiktionary,csbwiktionary/20101109,
20101109,cswiki,cswiki/20101109,
20101105,cswikibooks,cswikibooks/20101105,
20110112,cswikinews,cswikinews/20110112,
20101105,cswikiquote,cswikiquote/20101105,
20101105,cswikisource,cswikisource/20101105,
20100812,cswikiversity,cswikiversity/20100812,
20101105,cswiktionary,cswiktionary/20101105,
20101107,cuwiki,cuwiki/20101107,
20100813,cvwiki,cvwiki/20100813,
20101109,cvwikibooks,cvwikibooks/20101109,
20101107,cywiki,cywiki/20101107,
20100813,cywikibooks,cywikibooks/20100813,
20101104,cywikiquote,cywikiquote/20101104,
20101104,cywikisource,cywikisource/20101104,
20101104,cywiktionary,cywiktionary/20101104,
20100812,dawiki,dawiki/20100812,
20100813,dawikibooks,dawikibooks/20100813,
20100813,dawikiquote,dawikiquote/20100813,
20100813,dawikisource,dawikisource/20100813,
20100813,dawiktionary,dawiktionary/20100813,
20101109,de_labswikimedia,de_labswikimedia/20101109,
20110111,dewiki,dewiki/20110111,
20101106,dewikibooks,dewikibooks/20101106,
20101104,dewikinews,dewikinews/20101104,
20101106,dewikiquote,dewikiquote/20101106,
20101107,dewikisource,dewikisource/20101107,
20101104,dewikiversity,dewikiversity/20101104,
20101105,dewiktionary,dewiktionary/20101105,
20100813,diqwiki,diqwiki/20100813,
20110112,dkwikimedia,dkwikimedia/20110112,
20110112,dsbwiki,dsbwiki/20110112,
20101104,dvwiki,dvwiki/20101104,failed
20101104,dvwiktionary,dvwiktionary/20101104,
20100813,dzwiki,dzwiki/20100813,
20100813,dzwiktionary,dzwiktionary/20100813,
20100813,eewiki,eewiki/20100813,
20101108,elwiki,elwiki/20101108,
20100813,elwikibooks,elwikibooks/20100813,
20101104,elwikiquote,elwikiquote/20101104,
20100813,elwikisource,elwikisource/20100813,
20110111,elwikiversity,elwikiversity/20110111,
20101105,elwiktionary,elwiktionary/20101105,
20100812,emlwiki,emlwiki/20100812,
20110112,en_labswikimedia,en_labswikimedia/20110112,failed
20100817,enwiki,enwiki/20100817,progress
20110111,enwikibooks,enwikibooks/20110111,
20110112,enwikinews,enwikinews/20110112,
20100812,enwikiquote,enwikiquote/20100812,
20101109,enwikisource,enwikisource/20101109,
20101105,enwikiversity,enwikiversity/20101105,
20110110,enwiktionary,enwiktionary/20110110,
20101109,eowiki,eowiki/20101109,
20100812,eowikibooks,eowikibooks/20100812,
20110110,eowikinews,eowikinews/20110110,
20101109,eowikiquote,eowikiquote/20101109,
20100812,eowiktionary,eowiktionary/20100812,
20100816,eswiki,eswiki/20100816,progress
20110112,eswikibooks,eswikibooks/20110112,
20100813,eswikinews,eswikinews/20100813,
20110111,eswikiquote,eswikiquote/20110111,
20101104,eswikisource,eswikisource/20101104,
20100813,eswikiversity,eswikiversity/20100813,
20101104,eswiktionary,eswiktionary/20101104,
20101107,etwiki,etwiki/20101107,
20100813,etwikibooks,etwikibooks/20100813,
20110112,etwikiquote,etwikiquote/20110112,
20110112,etwikisource,etwikisource/20110112,
20110112,etwiktionary,etwiktionary/20110112,
20101105,euwiki,euwiki/20101105,
20110111,euwikibooks,euwikibooks/20110111,
20100813,euwikiquote,euwikiquote/20100813,
20110111,euwiktionary,euwiktionary/20110111,
20110110,extwiki,extwiki/20110110,
20101108,fawiki,fawiki/20101108,
20110112,fawikibooks,fawikibooks/20110112,
20110111,fawikinews,fawikinews/20110111,
20100812,fawikiquote,fawikiquote/20100812,
20100812,fawikisource,fawikisource/20100812,
20110112,fawiktionary,fawiktionary/20110112,
20110112,ffwiki,ffwiki/20110112,
20110112,fiu_vrowiki,fiu_vrowiki/20110112,
20100815,fiwiki,fiwiki/20100815,
20110111,fiwikibooks,fiwikibooks/20110111,
20101104,fiwikimedia,fiwikimedia/20101104,
20101108,fiwikinews,fiwikinews/20101108,
20110112,fiwikiquote,fiwikiquote/20110112,
20110112,fiwikisource,fiwikisource/20110112,
20110112,fiwikiversity,fiwikiversity/20110112,
20110112,fiwiktionary,fiwiktionary/20110112,
20110112,fjwiki,fjwiki/20110112,
20110111,fjwiktionary,fjwiktionary/20110111,
20100813,flaggedrevs_labswikimedia,flaggedrevs_labswikimedia/20100813,
20101104,foundationwiki,foundationwiki/20101104,
20101104,fowiki,fowiki/20101104,
20101104,fowikisource,fowikisource/20101104,
20110111,fowiktionary,fowiktionary/20110111,
20101104,frpwiki,frpwiki/20101104,
20110111,frrwiki,frrwiki/20110111,
20110112,frwiki,frwiki/20110112,
20110112,frwikibooks,frwikibooks/20110112,
20100812,frwikinews,frwikinews/20100812,
20101109,frwikiquote,frwikiquote/20101109,
20101108,frwikisource,frwikisource/20101108,
20100813,frwikiversity,frwikiversity/20100813,
20101108,frwiktionary,frwiktionary/20101108,
20100812,furwiki,furwiki/20100812,
20100812,fywiki,fywiki/20100812,
20101109,fywikibooks,fywikibooks/20101109,
20110110,fywiktionary,fywiktionary/20110110,
20110110,gagwiki,gagwiki/20110110,
20110111,ganwiki,ganwiki/20110111,
20110111,gawiki,gawiki/20110111,
20101109,gawikibooks,gawikibooks/20101109,
20101109,gawikiquote,gawikiquote/20101109,
20101109,gawiktionary,gawiktionary/20101109,
20100812,gdwiki,gdwiki/20100812,
20101108,gdwiktionary,gdwiktionary/20101108,
20101109,glkwiki,glkwiki/20101109,
20101104,glwiki,glwiki/20101104,
20110112,glwikibooks,glwikibooks/20110112,
20110112,glwikiquote,glwikiquote/20110112,
20101109,glwikisource,glwikisource/20101109,
20100812,glwiktionary,glwiktionary/20100812,
20101109,gnwiki,gnwiki/20101109,
20101109,gnwikibooks,gnwikibooks/20101109,
20101104,gnwiktionary,gnwiktionary/20101104,
20100813,gotwiki,gotwiki/20100813,
20101106,gotwikibooks,gotwikibooks/20101106,
20110112,guwiki,guwiki/20110112,
20110112,guwikibooks,guwikibooks/20110112,
20100813,guwikiquote,guwikiquote/20100813,
20110111,guwiktionary,guwiktionary/20110111,
20100812,gvwiki,gvwiki/20100812,
20110111,gvwiktionary,gvwiktionary/20110111,
20101109,hakwiki,hakwiki/20101109,
20100813,hawiki,hawiki/20100813,
20101105,hawiktionary,hawiktionary/20101105,
20110111,hawwiki,hawwiki/20110111,
20101107,hewiki,hewiki/20101107,
20110111,hewikibooks,hewikibooks/20110111,
20110111,hewikinews,hewikinews/20110111,
20110112,hewikiquote,hewikiquote/20110112,
20110111,hewikisource,hewikisource/20110111,
20110112,hewiktionary,hewiktionary/20110112,progress
20110112,hifwiki,hifwiki/20110112,
20100813,hiwiki,hiwiki/20100813,
20110112,hiwikibooks,hiwikibooks/20110112,
20110112,hiwikiquote,hiwikiquote/20110112,
20110112,hiwiktionary,hiwiktionary/20110112,
20110112,howiki,howiki/20110112,
20101109,hrwiki,hrwiki/20101109,
20110111,hrwikibooks,hrwikibooks/20110111,
20110112,hrwikiquote,hrwikiquote/20110112,
20110112,hrwikisource,hrwikisource/20110112,
20110112,hrwiktionary,hrwiktionary/20110112,
20110112,hsbwiki,hsbwiki/20110112,
20101105,hsbwiktionary,hsbwiktionary/20101105,
20110112,htwiki,htwiki/20110112,
20110111,htwikisource,htwikisource/20110111,
20101107,huwiki,huwiki/20101107,
20110112,huwikibooks,huwikibooks/20110112,
20110112,huwikinews,huwikinews/20110112,
20110111,huwikiquote,huwikiquote/20110111,
20110111,huwikisource,huwikisource/20110111,
20101109,huwiktionary,huwiktionary/20101109,
20110111,hywiki,hywiki/20110111,
20110111,hywikibooks,hywikibooks/20110111,
20110111,hywikiquote,hywikiquote/20110111,
20101105,hywikisource,hywikisource/20101105,
20110111,hywiktionary,hywiktionary/20110111,
20110111,hzwiki,hzwiki/20110111,
20110112,iawiki,iawiki/20110112,
20110112,iawikibooks,iawikibooks/20110112,
20101109,iawiktionary,iawiktionary/20101109,
20101107,idwiki,idwiki/20101107,
20110111,idwikibooks,idwikibooks/20110111,
20101109,idwikiquote,idwikiquote/20101109,
20101108,idwikisource,idwikisource/20101108,
20101108,idwiktionary,idwiktionary/20101108,
20101108,iewiki,iewiki/20101108,
20101108,iewikibooks,iewikibooks/20101108,
20101109,iewiktionary,iewiktionary/20101109,
20101109,igwiki,igwiki/20101109,
20110111,iiwiki,iiwiki/20110111,
20101109,ikwiki,ikwiki/20101109,
20101109,ikwiktionary,ikwiktionary/20101109,
20110110,ilowiki,ilowiki/20110110,
20110111,incubatorwiki,incubatorwiki/20110111,
20110111,iowiki,iowiki/20110111,
20101108,iowiktionary,iowiktionary/20101108,
20101106,iswiki,iswiki/20101106,
20110111,iswikibooks,iswikibooks/20110111,
20101108,iswikiquote,iswikiquote/20101108,
20101106,iswikisource,iswikisource/20101106,
20101107,iswiktionary,iswiktionary/20101107,
20101103,itwiki,itwiki/20101103,
20101109,itwikibooks,itwikibooks/20101109,
20101109,itwikinews,itwikinews/20101109,
20101108,itwikiquote,itwikiquote/20101108,
20101108,itwikisource,itwikisource/20101108,
20101105,itwikiversity,itwikiversity/20101105,
20101108,itwiktionary,itwiktionary/20101108,
20101105,iuwiki,iuwiki/20101105,
20101107,iuwiktionary,iuwiktionary/20101107,
20101102,jawiki,jawiki/20101102,
20101104,jawikibooks,jawikibooks/20101104,
20100813,jawikinews,jawikinews/20100813,
20101105,jawikiquote,jawikiquote/20101105,
20101105,jawikisource,jawikisource/20101105,
20110112,jawikiversity,jawikiversity/20110112,
20100813,jawiktionary,jawiktionary/20100813,
20110112,jbowiki,jbowiki/20110112,
20101105,jbowiktionary,jbowiktionary/20101105,
20110112,jvwiki,jvwiki/20110112,
20101105,jvwiktionary,jvwiktionary/20101105,
20110112,kaawiki,kaawiki/20110112,
20101109,kabwiki,kabwiki/20101109,
20101106,kawiki,kawiki/20101106,
20101105,kawikibooks,kawikibooks/20101105,
20101106,kawikiquote,kawikiquote/20101106,
20101104,kawiktionary,kawiktionary/20101104,
20101108,kgwiki,kgwiki/20101108,
20101109,kiwiki,kiwiki/20101109,
20101109,kjwiki,kjwiki/20101109,
20101109,kkwiki,kkwiki/20101109,
20101109,kkwikibooks,kkwikibooks/20101109,
20110111,kkwikiquote,kkwikiquote/20110111,
20110112,kkwiktionary,kkwiktionary/20110112,
20110112,klwiki,klwiki/20110112,
20110112,klwiktionary,klwiktionary/20110112,
20110112,kmwiki,kmwiki/20110112,
20110112,kmwikibooks,kmwikibooks/20110112,
20110112,kmwiktionary,kmwiktionary/20110112,
20100812,knwiki,knwiki/20100812,
20110111,knwikibooks,knwikibooks/20110111,
20110112,knwikiquote,knwikiquote/20110112,
20100813,knwikisource,knwikisource/20100813,
20100812,knwiktionary,knwiktionary/20100812,
20110111,koiwiki,koiwiki/20110111,
20101104,kowiki,kowiki/20101104,
20100812,kowikibooks,kowikibooks/20100812,
20110111,kowikinews,kowikinews/20110111,
20100812,kowikiquote,kowikiquote/20100812,
20110110,kowikisource,kowikisource/20110110,
20100813,kowiktionary,kowiktionary/20100813,
20101105,krcwiki,krcwiki/20101105,
20100813,krwiki,krwiki/20100813,
20100813,krwikiquote,krwikiquote/20100813,
20100812,kshwiki,kshwiki/20100812,
20100813,kswiki,kswiki/20100813,
20100813,kswikibooks,kswikibooks/20100813,
20100813,kswikiquote,kswikiquote/20100813,
20101105,kswiktionary,kswiktionary/20101105,
20101104,kuwiki,kuwiki/20101104,
20101108,kuwikibooks,kuwikibooks/20101108,
20101107,kuwikiquote,kuwikiquote/20101107,
20101105,kuwiktionary,kuwiktionary/20101105,
20101107,kvwiki,kvwiki/20101107,
20101107,kwwiki,kwwiki/20101107,
20101106,kwwikiquote,kwwikiquote/20101106,
20101105,kwwiktionary,kwwiktionary/20101105,
20101105,kywiki,kywiki/20101105,
20101107,kywikibooks,kywikibooks/20101107,
20101105,kywikiquote,kywikiquote/20101105,
20101107,kywiktionary,kywiktionary/20101107,
20101105,ladwiki,ladwiki/20101105,
20101109,lawiki,lawiki/20101109,
20101107,lawikibooks,lawikibooks/20101107,
20100813,lawikiquote,lawikiquote/20100813,
20101107,lawikisource,lawikisource/20101107,
20101107,lawiktionary,lawiktionary/20101107,
20101107,lbewiki,lbewiki/20101107,
20100813,lbwiki,lbwiki/20100813,
20101108,lbwikibooks,lbwikibooks/20101108,
20101105,lbwikiquote,lbwikiquote/20101105,
20101109,lbwiktionary,lbwiktionary/20101109,
20101108,lgwiki,lgwiki/20101108,
20101108,lijwiki,lijwiki/20101108,
20100813,liquidthreads_labswikimedia,liquidthreads_labswikimedia/20100813,failed
20101109,liwiki,liwiki/20101109,
20110110,liwikibooks,liwikibooks/20110110,
20101105,liwikiquote,liwikiquote/20101105,
20101105,liwikisource,liwikisource/20101105,
20101108,liwiktionary,liwiktionary/20101108,
20101108,lmowiki,lmowiki/20101108,
20101109,lnwiki,lnwiki/20101109,
20101109,lnwikibooks,lnwikibooks/20101109,
20101109,lnwiktionary,lnwiktionary/20101109,
20101108,lowiki,lowiki/20101108,
20101109,lowiktionary,lowiktionary/20101109,
20101107,ltwiki,ltwiki/20101107,
20101109,ltwikibooks,ltwikibooks/20101109,
20101109,ltwikiquote,ltwikiquote/20101109,
20101109,ltwikisource,ltwikisource/20101109,
20101107,ltwiktionary,ltwiktionary/20101107,
20110110,lvwiki,lvwiki/20110110,
20101109,lvwikibooks,lvwikibooks/20101109,
20110112,lvwiktionary,lvwiktionary/20110112,
20100813,map_bmswiki,map_bmswiki/20100813,
20101105,mdfwiki,mdfwiki/20101105,
20101107,mediawikiwiki,mediawikiwiki/20101107,
20101106,metawiki,metawiki/20101106,
20100813,mgwiki,mgwiki/20100813,
20100813,mgwikibooks,mgwikibooks/20100813,
20101105,mgwiktionary,mgwiktionary/20101105,
20110111,mhrwiki,mhrwiki/20110111,
20101104,mhwiki,mhwiki/20101104,
20101105,mhwiktionary,mhwiktionary/20101105,
20101105,miwiki,miwiki/20101105,
20101105,miwikibooks,miwikibooks/20101105,
20101105,miwiktionary,miwiktionary/20101105,
20101104,mkwiki,mkwiki/20101104,
20101106,mkwikibooks,mkwikibooks/20101106,
20110111,mkwikimedia,mkwikimedia/20110111,
20101107,mkwikisource,mkwikisource/20101107,
20101105,mkwiktionary,mkwiktionary/20101105,
20110128,mlwiki,mlwiki/20110128,progress
20101104,mlwikibooks,mlwikibooks/20101104,
20101105,mlwikiquote,mlwikiquote/20101105,
20101105,mlwikisource,mlwikisource/20101105,
20101107,mlwiktionary,mlwiktionary/20101107,
20100812,mnwiki,mnwiki/20100812,
20110112,mnwikibooks,mnwikibooks/20110112,
20110112,mnwiktionary,mnwiktionary/20110112,
20110112,mowiki,mowiki/20110112,
20100813,mowiktionary,mowiktionary/20100813,
20110111,mrjwiki,mrjwiki/20110111,
20110112,mrwiki,mrwiki/20110112,
20100813,mrwikibooks,mrwikibooks/20100813,
20100813,mrwikiquote,mrwikiquote/20100813,
20101108,mrwiktionary,mrwiktionary/20101108,
20101107,mswiki,mswiki/20101107,
20100813,mswikibooks,mswikibooks/20100813,
20100812,mswiktionary,mswiktionary/20100812,
20100813,mtwiki,mtwiki/20100813,
20100813,mtwiktionary,mtwiktionary/20100813,
20100813,muswiki,muswiki/20100813,
20101106,mwlwiki,mwlwiki/20101106,
20110111,myvwiki,myvwiki/20110111,
20100813,mywiki,mywiki/20100813,
20100813,mywikibooks,mywikibooks/20100813,
20100813,mywiktionary,mywiktionary/20100813,
20101109,mznwiki,mznwiki/20101109,
20100813,nahwiki,nahwiki/20100813,
20101109,nahwikibooks,nahwikibooks/20101109,
20101109,nahwiktionary,nahwiktionary/20101109,
20101106,napwiki,napwiki/20101106,
20100813,nawiki,nawiki/20100813,
20101109,nawikibooks,nawikibooks/20101109,
20100813,nawikiquote,nawikiquote/20100813,
20100813,nawiktionary,nawiktionary/20100813,
20100813,nds_nlwiki,nds_nlwiki/20100813,
20100813,ndswiki,ndswiki/20100813,
20101104,ndswikibooks,ndswikibooks/20101104,
20101104,ndswikiquote,ndswikiquote/20101104,
20110111,ndswiktionary,ndswiktionary/20110111,
20100813,newiki,newiki/20100813,
20101104,newikibooks,newikibooks/20101104,
20101105,newiktionary,newiktionary/20101105,
20110111,newwiki,newwiki/20110111,
20100812,ngwiki,ngwiki/20100812,
20100813,nlwiki,nlwiki/20100813,
20110112,nlwikibooks,nlwikibooks/20110112,
20110111,nlwikimedia,nlwikimedia/20110111,
20110111,nlwikinews,nlwikinews/20110111,
20110112,nlwikiquote,nlwikiquote/20110112,
20110112,nlwikisource,nlwikisource/20110112,
20101106,nlwiktionary,nlwiktionary/20101106,
20110110,nnwiki,nnwiki/20110110,
20110112,nnwikiquote,nnwikiquote/20110112,
20110112,nnwiktionary,nnwiktionary/20110112,
20110112,nostalgiawiki,nostalgiawiki/20110112,
20110112,novwiki,novwiki/20110112,
20110111,nowiki,nowiki/20110111,
20110112,nowikibooks,nowikibooks/20110112,
20110111,nowikimedia,nowikimedia/20110111,
20110112,nowikinews,nowikinews/20110112,
20110112,nowikiquote,nowikiquote/20110112,
20100813,nowikisource,nowikisource/20100813,
20110112,nowiktionary,nowiktionary/20110112,
20110112,nrmwiki,nrmwiki/20110112,
20110112,nvwiki,nvwiki/20110112,
20110112,nywiki,nywiki/20110112,
20110112,nzwikimedia,nzwikimedia/20110112,
20100813,ocwiki,ocwiki/20100813,
20100812,ocwikibooks,ocwikibooks/20100812,
20100812,ocwiktionary,ocwiktionary/20100812,
20100812,omwiki,omwiki/20100812,
20100812,omwiktionary,omwiktionary/20100812,
20100813,orwiki,orwiki/20100813,
20110112,orwiktionary,orwiktionary/20110112,
20110112,oswiki,oswiki/20110112,
20100813,outreachwiki,outreachwiki/20100813,
20110110,pa_uswikimedia,pa_uswikimedia/20110110,
20110112,pagwiki,pagwiki/20110112,
20101109,pamwiki,pamwiki/20101109,
20101105,papwiki,papwiki/20101105,
20100813,pawiki,pawiki/20100813,
20110112,pawikibooks,pawikibooks/20110112,
20101105,pawiktionary,pawiktionary/20101105,
20110112,pcdwiki,pcdwiki/20110112,
20101109,pdcwiki,pdcwiki/20101109,
20110110,pflwiki,pflwiki/20110110,
20110111,pihwiki,pihwiki/20110111,
20110111,piwiki,piwiki/20110111,
20110111,piwiktionary,piwiktionary/20110111,
20100813,plwiki,plwiki/20100813,
20101109,plwikibooks,plwikibooks/20101109,
20101104,plwikimedia,plwikimedia/20101104,
20110110,plwikinews,plwikinews/20110110,
20110110,plwikiquote,plwikiquote/20110110,
20110111,plwikisource,plwikisource/20110111,
20110112,plwiktionary,plwiktionary/20110112,
20101104,pmswiki,pmswiki/20101104,
20101105,pnbwiki,pnbwiki/20101105,
20110110,pntwiki,pntwiki/20110110,
20110111,pswiki,pswiki/20110111,
20110111,pswikibooks,pswikibooks/20110111,
20101104,pswiktionary,pswiktionary/20101104,
20100813,ptwiki,ptwiki/20100813,
20110111,ptwikibooks,ptwikibooks/20110111,failed
20110111,ptwikimedia,ptwikimedia/20110111,
20110111,ptwikinews,ptwikinews/20110111,
20110111,ptwikiquote,ptwikiquote/20110111,
20101104,ptwikisource,ptwikisource/20101104,failed
20100813,ptwikiversity,ptwikiversity/20100813,
20101104,ptwiktionary,ptwiktionary/20101104,
20101104,qualitywiki,qualitywiki/20101104,
20110111,quwiki,quwiki/20110111,
20101104,quwikibooks,quwikibooks/20101104,
20110111,quwikiquote,quwikiquote/20110111,
20110111,quwiktionary,quwiktionary/20110111,
20100813,readerfeedback_labswikimedia,readerfeedback_labswikimedia/20100813,
20110112,rmwiki,rmwiki/20110112,
20110111,rmwikibooks,rmwikibooks/20110111,
20110111,rmwiktionary,rmwiktionary/20110111,
20110112,rmywiki,rmywiki/20110112,
20110112,rnwiki,rnwiki/20110112,
20110111,rnwiktionary,rnwiktionary/20110111,
20110112,roa_rupwiki,roa_rupwiki/20110112,
20101108,roa_rupwiktionary,roa_rupwiktionary/20101108,
20110111,roa_tarawiki,roa_tarawiki/20110111,
20101108,rowiki,rowiki/20101108,
20110111,rowikibooks,rowikibooks/20110111,
20101109,rowikinews,rowikinews/20101109,
20101108,rowikiquote,rowikiquote/20101108,
20101109,rowikisource,rowikisource/20101109,
20101109,rowiktionary,rowiktionary/20101109,
20100813,rswikimedia,rswikimedia/20100813,
20100818,ruwiki,ruwiki/20100818,progress
20101105,ruwikibooks,ruwikibooks/20101105,
20101105,ruwikimedia,ruwikimedia/20101105,
20101109,ruwikinews,ruwikinews/20101109,
20101108,ruwikiquote,ruwikiquote/20101108,
20100812,ruwikisource,ruwikisource/20100812,
20110111,ruwikiversity,ruwikiversity/20110111,
20110112,ruwiktionary,ruwiktionary/20110112,
20101109,rwwiki,rwwiki/20101109,
20101109,rwwiktionary,rwwiktionary/20101109,
20110112,sahwiki,sahwiki/20110112,
20101109,sawiki,sawiki/20101109,
20101109,sawikibooks,sawikibooks/20101109,
20101109,sawiktionary,sawiktionary/20101109,
20101109,scnwiki,scnwiki/20101109,
20101105,scnwiktionary,scnwiktionary/20101105,
20101104,scowiki,scowiki/20101104,
20101105,scwiki,scwiki/20101105,
20101105,scwiktionary,scwiktionary/20101105,
20101106,sdwiki,sdwiki/20101106,
20101105,sdwikinews,sdwikinews/20101105,
20110112,sdwiktionary,sdwiktionary/20110112,
20101105,sewiki,sewiki/20101105,
20101105,sewikibooks,sewikibooks/20101105,
20100813,sewikimedia,sewikimedia/20100813,
20101108,sgwiki,sgwiki/20101108,
20101105,sgwiktionary,sgwiktionary/20101105,
20110112,shwiki,shwiki/20110112,
20101107,shwiktionary,shwiktionary/20101107,
20101104,simplewiki,simplewiki/20101104,
20110110,simplewikibooks,simplewikibooks/20110110,
20101106,simplewikiquote,simplewikiquote/20101106,
20101107,simplewiktionary,simplewiktionary/20101107,
20101108,siwiki,siwiki/20101108,
20101108,siwikibooks,siwikibooks/20101108,
20100812,siwiktionary,siwiktionary/20100812,
20110112,skwiki,skwiki/20110112,
20101108,skwikibooks,skwikibooks/20101108,
20101108,skwikiquote,skwikiquote/20101108,
20101108,skwikisource,skwikisource/20101108,
20101108,skwiktionary,skwiktionary/20101108,
20110112,slwiki,slwiki/20110112,
20101108,slwikibooks,slwikibooks/20101108,
20101108,slwikiquote,slwikiquote/20101108,
